,dew,temp,press,wnd_dir,wnd_spd,snow,rain,year,month,day,hour,pollution
12764,15.0,29.0,1016.2,20.0,4.0,0,9.0,2016,6,17,2,33.31428571428572
12765,10.5,31.1,997.9,20.0,5.0,0,7.0,2016,6,17,3,30.114285714285717
12766,14.0,29.0,1016.2,30.0,3.0,0,9.0,2016,6,17,4,30.257142857142853
12767,14.0,29.0,1016.2,10.0,4.0,0,9.0,2016,6,17,5,27.857142857142854
12768,11.3,31.5,998.2,70.0,4.0,0,6.0,2016,6,17,6,29.8
12769,14.0,28.0,1016.2,20.0,4.0,0,9.0,2016,6,17,7,29.514285714285716
12770,13.0,27.0,1016.2,180.0,1.0,0,4.0,2016,6,17,8,31.942857142857147
12771,14.2,27.1,997.8,90.0,4.0,0,81.0,2016,6,17,9,33.42857142857143
12772,13.0,27.0,1016.2,20.0,4.0,0,9.0,2016,6,17,10,28.617647058823533
12773,13.0,26.0,1016.2,180.0,1.0,0,10.0,2016,6,17,11,22.382352941176467
12774,11.9,27.0,1000.9,220.0,1.0,0,6.0,2016,6,17,12,19.794117647058822
12775,15.0,25.0,1016.2,170.0,2.0,0,10.0,2016,6,17,13,18.37142857142857
12776,14.0,23.0,1016.2,180.0,1.0,0,10.0,2016,6,17,14,18.666666666666668
12777,14.8,24.7,1001.4,90.0,1.0,0,0.0,2016,6,17,15,17.235294117647058
12778,17.0,20.0,1016.2,80.0,2.0,0,10.0,2016,6,17,16,18.676470588235293
12779,15.0,22.0,1016.2,60.0,2.0,0,10.0,2016,6,17,17,20.58823529411765
12780,15.7,22.6,1002.2,70.0,2.0,0,6.0,2016,6,17,18,20.09090909090909
12781,15.0,18.0,1016.2,40.0,2.0,0,10.0,2016,6,17,19,22.558823529411764
12782,16.0,18.0,1016.2,180.0,0.0,0,10.0,2016,6,17,20,24.057142857142853
12783,15.9,21.6,1003.7,40.0,1.0,0,0.0,2016,6,17,21,27.529411764705888
12784,16.0,19.0,1016.2,360.0,2.0,0,10.0,2016,6,17,22,29.617647058823533
12785,16.0,23.0,1016.2,180.0,1.0,0,10.0,2016,6,17,23,31.742857142857147
12786,15.6,25.6,1005.1,70.0,2.0,0,6.0,2016,6,18,0,31.65714285714286
12787,16.0,27.0,1016.2,180.0,1.0,0,10.0,2016,6,18,1,31.65714285714286
12788,15.0,29.0,1016.2,180.0,1.0,0,10.0,2016,6,18,2,32.57142857142857
12789,15.6,29.1,1005.3,200.0,2.0,0,3.0,2016,6,18,3,30.714285714285715
12790,16.0,31.0,1016.2,180.0,3.0,45,10.0,2016,6,18,4,31.85294117647059
12791,16.0,32.0,1016.2,210.0,4.0,0,10.0,2016,6,18,5,32.617647058823536
12792,15.4,31.5,1004.4,200.0,3.0,0,6.0,2016,6,18,6,33.57142857142857
12793,15.0,32.0,1016.2,190.0,6.0,0,10.0,2016,6,18,7,35.17142857142857
12794,16.0,32.0,1016.2,200.0,6.0,0,10.0,2016,6,18,8,38.37142857142858
12795,15.6,31.7,1003.4,220.0,4.0,0,71.0,2016,6,18,9,42.5
12796,16.0,31.0,1016.2,180.0,5.0,0,10.0,2016,6,18,10,42.68571428571428
12797,16.0,30.0,1016.2,160.0,3.0,0,10.0,2016,6,18,11,44.914285714285704
12798,15.3,28.7,1004.4,220.0,2.0,0,6.0,2016,6,18,12,45.0
12799,18.0,25.0,1016.2,130.0,2.0,0,10.0,2016,6,18,13,39.51428571428571
12800,17.0,26.0,1016.2,150.0,3.0,0,10.0,2016,6,18,14,38.37142857142858
12801,17.1,25.2,1005.9,200.0,1.0,0,9.0,2016,6,18,15,40.05714285714286
12802,18.0,24.0,1016.2,170.0,3.0,0,10.0,2016,6,18,16,43.371428571428574
12803,17.0,23.0,1016.2,140.0,2.0,0,10.0,2016,6,18,17,43.2
12804,16.4,22.7,1005.9,220.0,3.0,0,6.0,2016,6,18,18,45.25714285714286
12805,17.0,22.0,1016.2,90.0,2.0,0,10.0,2016,6,18,19,44.6
12806,17.0,20.0,1016.2,190.0,2.0,0,10.0,2016,6,18,20,49.31428571428572
12807,15.9,22.1,1005.8,220.0,1.0,0,9.0,2016,6,18,21,53.147058823529406
12808,18.0,21.0,1016.2,180.0,1.0,0,0.0,2016,6,18,22,60.771428571428565
12809,19.0,24.0,1016.2,20.0,2.0,0,0.0,2016,6,18,23,67.48571428571428
12810,16.2,26.6,1006.6,270.0,2.0,0,6.0,2016,6,19,0,64.6
12811,18.0,28.0,1016.2,180.0,1.0,0,10.0,2016,6,19,1,58.828571428571436
12812,19.0,29.0,1016.2,180.0,1.0,0,0.0,2016,6,19,2,56.34285714285714
12813,14.9,31.8,1004.9,40.0,2.0,0,7.0,2016,6,19,3,56.65714285714286
12814,17.0,32.0,1016.2,180.0,2.0,31,10.0,2016,6,19,4,55.65714285714286
12815,13.0,34.0,1016.2,180.0,1.0,55,10.0,2016,6,19,5,56.714285714285715
12816,14.0,34.6,1003.6,220.0,6.0,0,6.0,2016,6,19,6,57.371428571428574
12817,12.0,36.0,1016.2,200.0,5.0,0,10.0,2016,6,19,7,63.485714285714295
12818,11.0,34.0,1016.2,200.0,5.0,0,10.0,2016,6,19,8,75.25714285714284
12819,13.1,34.2,1002.3,220.0,3.0,0,7.0,2016,6,19,9,80.77142857142857
12820,12.0,34.0,1016.2,210.0,5.0,0,10.0,2016,6,19,10,77.94285714285714
12821,12.0,33.0,1016.2,200.0,4.0,0,10.0,2016,6,19,11,70.17142857142858
12822,13.4,31.6,1002.6,200.0,2.0,0,6.0,2016,6,19,12,57.514285714285705
12823,14.0,29.0,1016.2,150.0,2.0,0,10.0,2016,6,19,13,53.31428571428572
12824,18.0,29.0,1016.2,160.0,1.0,0,10.0,2016,6,19,14,43.45714285714285
12825,19.4,28.2,1003.0,200.0,2.0,0,0.0,2016,6,19,15,35.142857142857146
12826,19.0,27.0,1016.2,140.0,3.0,0,0.0,2016,6,19,16,32.17142857142857
12827,20.0,26.0,1016.2,130.0,3.0,0,0.0,2016,6,19,17,31.742857142857147
12828,21.3,25.6,1002.1,140.0,1.0,0,6.0,2016,6,19,18,34.85294117647059
12829,20.0,25.0,1016.2,90.0,2.0,0,0.0,2016,6,19,19,36.23529411764706
12830,20.0,24.0,1016.2,100.0,2.0,0,0.0,2016,6,19,20,43.911764705882355
12831,17.9,24.4,1002.6,180.0,1.0,0,24.0,2016,6,19,21,55.11764705882353
12832,19.0,24.0,1016.2,110.0,2.0,0,0.0,2016,6,19,22,94.94117647058823
12833,19.0,25.0,1016.2,130.0,3.0,0,0.0,2016,6,19,23,129.73529411764707
12834,18.9,26.2,1003.7,200.0,2.0,0,12.0,2016,6,20,0,146.78787878787878
12835,19.0,28.0,1016.2,170.0,2.0,0,10.0,2016,6,20,1,149.32352941176467
12836,19.0,29.0,1016.2,130.0,3.0,0,10.0,2016,6,20,2,140.88235294117646
12837,19.0,30.3,1002.6,160.0,3.0,0,1.0,2016,6,20,3,128.29411764705878
12838,20.0,31.0,1016.2,140.0,3.0,0,10.0,2016,6,20,4,103.26470588235294
12839,19.0,32.0,1016.2,150.0,3.0,0,10.0,2016,6,20,5,82.51515151515152
12840,18.3,33.0,1000.9,220.0,3.0,0,6.0,2016,6,20,6,83.08823529411767
12841,20.0,32.0,1016.2,160.0,4.0,84,10.0,2016,6,20,7,87.1764705882353
12842,19.0,33.0,1016.2,160.0,4.0,95,10.0,2016,6,20,8,92.35294117647058
12843,18.9,32.0,1000.0,200.0,2.0,0,7.0,2016,6,20,9,101.76470588235294
12844,19.0,26.0,1016.2,70.0,5.0,0,2.0,2016,6,20,10,100.1818181818182
12845,20.0,26.0,1016.2,180.0,1.0,0,2.0,2016,6,20,11,96.96969696969695
12846,21.5,27.5,1001.4,290.0,2.0,0,6.0,2016,6,20,12,90.0
12847,21.0,25.0,1016.2,180.0,1.0,0,10.0,2016,6,20,13,83.9090909090909
12848,21.0,25.0,1016.2,180.0,1.0,0,10.0,2016,6,20,14,72.73529411764707
12849,20.4,26.3,1001.9,40.0,1.0,0,0.0,2016,6,20,15,68.4
12850,22.0,24.0,1016.2,10.0,2.0,0,0.0,2016,6,20,16,66.97058823529412
12851,21.0,24.0,1016.2,30.0,1.0,0,0.0,2016,6,20,17,64.6969696969697
12852,20.9,25.0,1001.4,40.0,1.0,0,6.0,2016,6,20,18,65.36363636363636
12853,22.0,23.0,1016.2,70.0,1.0,0,0.0,2016,6,20,19,65.35294117647061
12854,22.0,23.0,1016.2,180.0,1.0,0,0.0,2016,6,20,20,60.70588235294117
12855,21.3,24.2,1001.7,20.0,1.0,0,24.0,2016,6,20,21,58.17647058823529
12856,22.0,25.0,1016.2,180.0,1.0,35,0.0,2016,6,20,22,57.852941176470594
12857,23.0,25.0,1016.2,70.0,2.0,2,0.0,2016,6,20,23,60.67647058823529
12858,22.4,26.0,1002.7,70.0,2.0,0,12.0,2016,6,21,0,64.91176470588235
12859,22.0,27.0,1016.2,70.0,2.0,0,0.0,2016,6,21,1,66.91176470588235
12860,22.0,29.0,1016.2,110.0,2.0,0,0.0,2016,6,21,2,68.29411764705883
12861,22.5,30.3,1002.5,110.0,2.0,0,1.0,2016,6,21,3,71.08823529411767
12862,21.0,33.0,1016.2,180.0,2.0,0,0.0,2016,6,21,4,77.29411764705883
12863,21.0,33.0,1016.2,140.0,2.0,0,0.0,2016,6,21,5,83.97058823529412
12864,20.7,34.0,1000.8,200.0,3.0,0,6.0,2016,6,21,6,93.5
12865,21.0,35.0,1016.2,140.0,3.0,0,0.0,2016,6,21,7,104.20588235294115
12866,20.0,34.0,1016.2,180.0,5.0,0,0.0,2016,6,21,8,123.45454545454544
12867,19.7,34.0,998.6,220.0,3.0,0,7.0,2016,6,21,9,140.58823529411765
12868,19.0,34.0,1016.2,180.0,4.0,0,9.0,2016,6,21,10,147.0909090909091
12869,20.0,34.0,1016.2,210.0,3.0,0,2.0,2016,6,21,11,143.32258064516128
12870,13.8,31.0,1000.3,340.0,1.0,0,6.0,2016,6,21,12,138.32258064516128
12871,19.0,23.0,1016.2,60.0,6.0,0,10.0,2016,6,21,13,124.09677419354837
12872,19.0,22.0,1016.2,60.0,2.0,0,10.0,2016,6,21,14,103.3030303030303
12873,18.9,25.7,1002.5,40.0,3.0,0,0.0,2016,6,21,15,94.42424242424242
12874,19.0,23.0,1016.2,100.0,2.0,0,10.0,2016,6,21,16,97.65625
12875,18.0,22.0,1016.2,110.0,2.0,0,10.0,2016,6,21,17,105.17647058823529
12876,18.3,23.2,1003.9,40.0,2.0,0,6.0,2016,6,21,18,98.1818181818182
12877,17.0,22.0,1016.2,180.0,1.0,0,10.0,2016,6,21,19,88.45454545454545
12878,17.0,22.0,1016.2,80.0,1.0,0,10.0,2016,6,21,20,63.352941176470594
12879,17.9,22.8,1003.3,90.0,1.0,0,0.0,2016,6,21,21,32.8
12880,19.0,22.0,1016.2,70.0,1.0,0,10.0,2016,6,21,22,33.24242424242424
12881,19.0,23.0,1016.2,90.0,1.0,0,10.0,2016,6,21,23,40.0
12882,18.3,25.2,1003.7,90.0,2.0,0,6.0,2016,6,22,0,40.617647058823536
12883,18.0,26.0,1016.2,180.0,1.0,0,10.0,2016,6,22,1,38.941176470588225
12884,20.0,28.0,1016.2,100.0,2.0,0,10.0,2016,6,22,2,35.857142857142854
12885,19.2,28.3,1002.7,320.0,1.0,0,1.0,2016,6,22,3,37.52941176470589
12886,20.0,30.0,1016.2,180.0,2.0,54,10.0,2016,6,22,4,36.25714285714286
12887,20.0,32.0,1016.2,200.0,4.0,0,10.0,2016,6,22,5,38.4
12888,20.6,31.7,1000.4,200.0,4.0,0,6.0,2016,6,22,6,39.714285714285715
12889,21.0,33.0,1016.2,190.0,5.0,0,10.0,2016,6,22,7,41.714285714285715
12890,21.0,32.0,1016.2,180.0,4.0,0,10.0,2016,6,22,8,42.08571428571429
12891,21.4,32.5,999.3,220.0,2.0,0,1.0,2016,6,22,9,43.411764705882355
12892,22.0,29.0,1016.2,200.0,3.0,0,2.0,2016,6,22,10,46.70588235294117
12893,24.0,29.0,1016.2,150.0,3.0,0,2.0,2016,6,22,11,56.75757575757576
12894,17.4,30.7,999.1,290.0,1.0,0,6.0,2016,6,22,12,68.9090909090909
12895,24.0,28.0,1016.2,130.0,4.0,0,0.0,2016,6,22,13,76.91176470588233
12896,23.0,28.0,1016.2,140.0,4.0,0,0.0,2016,6,22,14,77.38235294117645
12897,18.4,27.4,1000.5,200.0,2.0,0,0.0,2016,6,22,15,74.5
12898,21.0,27.0,1016.2,90.0,2.0,0,0.0,2016,6,22,16,77.3529411764706
12899,22.0,26.0,1016.2,180.0,1.0,0,0.0,2016,6,22,17,74.6969696969697
12900,17.7,26.2,1001.5,200.0,1.0,0,6.0,2016,6,22,18,73.45454545454545
12901,22.0,24.0,1016.2,50.0,2.0,0,0.0,2016,6,22,19,59.30303030303031
12902,22.0,24.0,1016.2,30.0,1.0,0,0.0,2016,6,22,20,55.30303030303031
12903,17.9,25.2,1001.8,20.0,1.0,0,0.0,2016,6,22,21,61.12121212121213
12904,22.0,24.0,1016.2,360.0,1.0,0,0.0,2016,6,22,22,77.24242424242425
12905,23.0,25.0,1016.2,30.0,1.0,0,0.0,2016,6,22,23,78.91176470588233
12906,20.4,27.1,1003.4,40.0,3.0,0,6.0,2016,6,23,0,67.12121212121212
12907,20.0,26.0,1016.2,180.0,1.0,0,10.0,2016,6,23,1,65.91176470588235
12908,22.0,26.0,1016.2,120.0,2.0,0,0.0,2016,6,23,2,74.63636363636364
12909,21.2,27.1,1004.7,90.0,3.0,0,1.0,2016,6,23,3,76.60606060606061
12910,21.0,27.0,1016.2,110.0,3.0,0,0.0,2016,6,23,4,79.67647058823529
12911,20.0,28.0,1016.2,100.0,2.0,0,0.0,2016,6,23,5,93.46875
12912,19.7,29.1,1003.2,160.0,1.0,0,6.0,2016,6,23,6,107.5
12913,19.0,30.0,1016.2,180.0,2.0,0,0.0,2016,6,23,7,106.58823529411764
12914,18.0,30.0,1016.2,120.0,2.0,0,10.0,2016,6,23,8,106.15151515151516
12915,18.5,30.4,1002.0,180.0,3.0,0,1.0,2016,6,23,9,83.625
12916,18.0,30.0,1016.2,150.0,3.0,0,10.0,2016,6,23,10,64.59375
12917,18.0,29.0,1016.2,160.0,3.0,0,10.0,2016,6,23,11,63.5625
12918,17.1,28.2,1002.7,220.0,2.0,0,6.0,2016,6,23,12,80.2
12919,17.0,20.0,1016.2,60.0,7.0,0,4.0,2016,6,23,13,96.3103448275862
12920,18.0,21.0,1016.2,150.0,3.0,0,4.0,2016,6,23,14,91.22580645161291
12921,14.7,24.3,1004.0,90.0,1.0,0,0.0,2016,6,23,15,83.5625
12922,17.0,19.0,1016.2,10.0,2.0,0,10.0,2016,6,23,16,73.93548387096773
12923,16.0,21.0,1016.2,340.0,3.0,0,10.0,2016,6,23,17,70.57575757575758
12924,15.4,22.0,1005.5,140.0,2.0,0,6.0,2016,6,23,18,73.9090909090909
12925,17.0,18.0,1016.2,180.0,1.0,0,10.0,2016,6,23,19,73.48484848484848
12926,16.0,17.0,1016.2,130.0,1.0,0,10.0,2016,6,23,20,76.83870967741936
12927,15.8,18.6,1006.5,40.0,1.0,0,9.0,2016,6,23,21,64.8125
12928,17.0,20.0,1016.2,360.0,2.0,0,10.0,2016,6,23,22,43.75
12929,13.0,23.0,1016.2,330.0,3.0,0,10.0,2016,6,23,23,33.484848484848484
12930,999.9,27.5,1007.1,360.0,3.0,0,6.0,2016,6,24,0,30.625
12931,10.0,28.0,1016.2,350.0,3.0,0,10.0,2016,6,24,1,32.03030303030303
12932,6.0,30.0,1016.2,310.0,3.0,0,10.0,2016,6,24,2,32.63636363636363
12933,3.3,31.2,1006.1,340.0,4.0,0,1.0,2016,6,24,3,31.060606060606066
12934,6.0,33.0,1016.2,300.0,5.0,0,10.0,2016,6,24,4,28.12121212121212
12935,8.0,32.0,1016.2,120.0,2.0,0,10.0,2016,6,24,5,22.96969696969697
12936,4.4,33.7,1003.8,360.0,4.0,0,6.0,2016,6,24,6,16.90625
12937,5.0,33.0,1016.2,300.0,5.0,0,10.0,2016,6,24,7,16.03125
12938,10.0,31.0,1016.2,180.0,1.0,0,0.0,2016,6,24,8,11.8125
12939,5.4,31.9,1003.3,340.0,4.0,0,1.0,2016,6,24,9,10.35483870967742
12940,11.0,31.0,1016.2,180.0,1.0,0,10.0,2016,6,24,10,9.344827586206897
12941,8.0,29.0,1016.2,10.0,5.0,0,10.0,2016,6,24,11,8.466666666666667
12942,1.7,30.2,1004.8,20.0,2.0,0,6.0,2016,6,24,12,7.379310344827586
12943,9.0,25.0,1016.2,350.0,3.0,0,10.0,2016,6,24,13,7.096774193548387
12944,7.0,25.0,1016.2,340.0,4.0,0,10.0,2016,6,24,14,8.65625
12945,4.6,26.9,1007.2,340.0,1.0,0,9.0,2016,6,24,15,8.272727272727273
12946,5.0,26.0,1016.2,300.0,5.0,0,10.0,2016,6,24,16,9.677419354838712
12947,6.0,24.0,1016.2,320.0,4.0,0,10.0,2016,6,24,17,12.1875
12948,5.2,25.6,1006.7,340.0,2.0,0,6.0,2016,6,24,18,8.575757575757576
12949,9.0,19.0,1016.2,360.0,3.0,0,10.0,2016,6,24,19,9.272727272727273
12950,10.0,17.0,1016.2,350.0,3.0,0,10.0,2016,6,24,20,10.636363636363637
12951,5.0,999.9,1007.4,360.0,1.0,0,9.0,2016,6,24,21,9.235294117647056
12952,12.0,20.0,1016.2,360.0,4.0,0,10.0,2016,6,24,22,7.794117647058822
12953,12.0,24.0,1016.2,360.0,2.0,0,10.0,2016,6,24,23,8.727272727272727
12954,5.4,29.2,1008.7,360.0,3.0,0,6.0,2016,6,25,0,8.323529411764708
12955,11.0,31.0,1016.2,350.0,4.0,0,10.0,2016,6,25,1,8.303030303030303
12956,10.0,33.0,1016.2,350.0,5.0,0,10.0,2016,6,25,2,9.181818181818182
12957,6.9,33.7,1007.5,340.0,3.0,0,5.0,2016,6,25,3,9.393939393939394
12958,8.0,35.0,1016.2,330.0,2.0,0,10.0,2016,6,25,4,10.06060606060606
12959,8.0,36.0,1016.2,290.0,4.0,0,10.0,2016,6,25,5,10.575757575757576
12960,5.9,36.7,1005.2,40.0,3.0,0,6.0,2016,6,25,6,11.242424242424242
12961,11.0,36.0,1016.2,100.0,3.0,0,10.0,2016,6,25,7,13.529411764705882
12962,10.0,36.0,1016.2,110.0,3.0,0,10.0,2016,6,25,8,13.147058823529413
12963,5.0,36.9,1004.1,220.0,4.0,0,7.0,2016,6,25,9,10.575757575757576
12964,12.0,34.0,1016.2,110.0,3.0,0,10.0,2016,6,25,10,10.794117647058822
12965,12.0,32.0,1016.2,150.0,3.0,0,10.0,2016,6,25,11,13.558823529411766
12966,7.9,33.2,1005.2,180.0,2.0,0,6.0,2016,6,25,12,14.529411764705882
12967,12.0,30.0,1016.2,120.0,3.0,0,10.0,2016,6,25,13,17.588235294117652
12968,12.0,28.0,1016.2,150.0,2.0,0,10.0,2016,6,25,14,19.666666666666668
12969,9.3,28.6,1006.0,200.0,1.0,0,0.0,2016,6,25,15,21.529411764705888
12970,15.0,23.0,1016.2,180.0,1.0,0,10.0,2016,6,25,16,22.323529411764707
12971,15.0,23.0,1016.2,50.0,2.0,0,10.0,2016,6,25,17,25.84375
12972,9.8,26.0,1006.0,250.0,2.0,0,6.0,2016,6,25,18,25.35294117647059
12973,16.0,21.0,1016.2,180.0,1.0,0,10.0,2016,6,25,19,27.029411764705888
12974,16.0,20.0,1016.2,360.0,2.0,0,10.0,2016,6,25,20,27.470588235294123
12975,11.7,23.0,1006.3,180.0,0.0,0,0.0,2016,6,25,21,35.06060606060606
12976,18.0,21.0,1016.2,180.0,1.0,0,10.0,2016,6,25,22,34.35294117647059
12977,15.0,25.0,1016.2,180.0,1.0,0,10.0,2016,6,25,23,34.21212121212121
12978,12.7,28.5,1006.5,40.0,2.0,0,6.0,2016,6,26,0,37.23529411764706
12979,15.0,29.0,1016.2,180.0,1.0,0,10.0,2016,6,26,1,38.117647058823536
12980,15.0,30.0,1016.2,180.0,1.0,0,10.0,2016,6,26,2,37.941176470588225
12981,12.2,33.1,1005.6,110.0,2.0,0,7.0,2016,6,26,3,41.02941176470589
12982,14.0,33.0,1016.2,120.0,3.0,0,10.0,2016,6,26,4,42.8235294117647
12983,16.0,34.0,1016.2,110.0,3.0,0,10.0,2016,6,26,5,43.0
12984,999.9,37.0,1003.5,220.0,5.0,0,6.0,2016,6,26,6,39.647058823529406
12985,6.0,37.0,1016.2,210.0,8.0,0,10.0,2016,6,26,7,38.26470588235294
12986,7.0,36.0,1016.2,210.0,8.0,0,10.0,2016,6,26,8,40.588235294117645
12987,7.0,34.8,1003.2,220.0,4.0,0,7.0,2016,6,26,9,40.26470588235294
12988,7.0,35.0,1016.2,210.0,7.0,0,10.0,2016,6,26,10,42.6764705882353
12989,6.0,33.0,1016.2,200.0,6.0,0,10.0,2016,6,26,11,46.32352941176471
12990,9.5,32.0,1003.1,200.0,2.0,0,6.0,2016,6,26,12,51.20588235294117
12991,9.0,30.0,1016.2,180.0,3.0,0,10.0,2016,6,26,13,49.17647058823529
12992,11.0,28.0,1016.2,170.0,3.0,0,10.0,2016,6,26,14,42.26470588235294
12993,10.7,29.1,1003.9,200.0,2.0,0,0.0,2016,6,26,15,40.52941176470589
12994,11.0,28.0,1016.2,170.0,3.0,0,10.0,2016,6,26,16,40.79411764705883
12995,11.0,28.0,1016.2,170.0,3.0,0,10.0,2016,6,26,17,40.42424242424242
12996,11.1,27.0,1003.0,200.0,2.0,0,6.0,2016,6,26,18,42.09375
12997,11.0,27.0,1016.2,150.0,3.0,0,10.0,2016,6,26,19,45.25
12998,12.0,26.0,1016.2,130.0,3.0,0,10.0,2016,6,26,20,43.03125
12999,12.6,26.2,1002.2,160.0,2.0,0,0.0,2016,6,26,21,47.33333333333334
13000,14.0,25.0,1016.2,180.0,1.0,0,10.0,2016,6,26,22,47.81818181818182
13001,15.0,26.0,1016.2,80.0,2.0,0,10.0,2016,6,26,23,46.39393939393939
13002,13.9,26.5,1003.8,20.0,3.0,0,12.0,2016,6,27,0,45.30303030303031
13003,16.0,22.0,1016.2,20.0,5.0,0,0.0,2016,6,27,1,46.24242424242424
13004,16.0,24.0,1016.2,180.0,1.0,0,10.0,2016,6,27,2,50.39393939393939
13005,14.7,26.3,1003.1,70.0,3.0,0,81.0,2016,6,27,3,54.78787878787879
13006,17.0,29.0,1016.2,110.0,2.0,0,10.0,2016,6,27,4,56.84848484848485
13007,16.0,29.0,1016.2,140.0,4.0,0,10.0,2016,6,27,5,62.36363636363637
13008,16.3,28.5,1001.9,180.0,4.0,0,6.0,2016,6,27,6,66.9090909090909
13009,15.0,29.0,1016.2,210.0,6.0,0,4.0,2016,6,27,7,69.66666666666667
13010,17.0,27.0,1016.2,180.0,2.0,0,2.0,2016,6,27,8,69.625
13011,18.3,26.4,1002.2,110.0,2.0,0,81.0,2016,6,27,9,61.09375
13012,16.0,27.0,1016.2,130.0,2.0,0,10.0,2016,6,27,10,53.75
13013,17.0,25.0,1016.2,130.0,3.0,0,0.0,2016,6,27,11,57.03125
13014,16.3,22.2,1004.4,180.0,2.0,0,6.0,2016,6,27,12,59.5
13015,16.0,22.0,1016.2,180.0,1.0,0,4.0,2016,6,27,13,64.0
13016,18.0,21.0,1016.2,60.0,2.0,0,10.0,2016,6,27,14,75.88571428571429
13017,18.2,21.2,1004.3,90.0,2.0,0,0.0,2016,6,27,15,77.75757575757575
13018,18.0,20.0,1016.2,360.0,2.0,0,0.0,2016,6,27,16,77.66666666666667
13019,18.0,21.0,1016.2,20.0,1.0,0,2.0,2016,6,27,17,74.41176470588233
13020,18.1,21.7,1004.3,110.0,2.0,0,6.0,2016,6,27,18,75.73529411764707
13021,19.0,20.0,1016.2,100.0,2.0,0,7.0,2016,6,27,19,68.67647058823529
13022,19.0,20.0,1016.2,30.0,2.0,0,8.0,2016,6,27,20,52.558823529411775
13023,17.9,19.1,1005.5,220.0,2.0,0,24.0,2016,6,27,21,48.61764705882353
13024,18.0,19.0,1016.2,100.0,3.0,0,4.0,2016,6,27,22,49.88235294117647
13025,18.0,19.0,1016.2,160.0,4.0,0,0.0,2016,6,27,23,51.911764705882355
13026,17.0,20.5,1005.5,70.0,2.0,0,6.0,2016,6,28,0,55.82352941176471
13027,18.0,22.0,1016.2,180.0,1.0,0,10.0,2016,6,28,1,56.941176470588225
13028,18.0,22.0,1016.2,150.0,2.0,0,10.0,2016,6,28,2,60.20588235294117
13029,17.4,21.2,1006.6,220.0,2.0,0,1.0,2016,6,28,3,63.852941176470594
13030,18.0,22.0,1016.2,140.0,2.0,0,10.0,2016,6,28,4,61.96969696969697
13031,18.0,22.0,1016.2,150.0,3.0,0,2.0,2016,6,28,5,54.78787878787879
13032,18.5,22.2,1005.6,220.0,2.0,0,6.0,2016,6,28,6,50.36363636363637
13033,20.0,21.0,1016.2,180.0,1.0,0,2.0,2016,6,28,7,40.75757575757576
13034,19.0,21.0,1016.2,190.0,2.0,0,2.0,2016,6,28,8,33.03030303030303
13035,18.3,22.1,1004.9,200.0,1.0,0,81.0,2016,6,28,9,31.15151515151515
13036,20.0,21.0,1016.2,180.0,1.0,0,8.0,2016,6,28,10,30.45454545454545
13037,20.0,21.0,1016.2,120.0,3.0,0,8.0,2016,6,28,11,38.54545454545455
13038,19.1,21.5,1005.6,160.0,1.0,0,6.0,2016,6,28,12,46.63636363636363
13039,20.0,21.0,1016.2,120.0,2.0,0,8.0,2016,6,28,13,52.63636363636363
13040,20.0,21.0,1016.2,110.0,2.0,0,8.0,2016,6,28,14,60.72727272727273
13041,19.9,21.1,1005.1,180.0,0.0,0,0.0,2016,6,28,15,66.27272727272727
13042,20.0,21.0,1016.2,180.0,1.0,0,8.0,2016,6,28,16,74.15151515151516
13043,20.0,21.0,1016.2,180.0,1.0,0,2.0,2016,6,28,17,84.47058823529412
13044,20.1,21.1,1004.9,360.0,0.0,0,6.0,2016,6,28,18,89.2857142857143
13045,20.0,21.0,1016.2,180.0,1.0,0,2.0,2016,6,28,19,93.45714285714287
13046,20.0,21.0,1016.2,70.0,1.0,0,2.0,2016,6,28,20,96.42857142857143
13047,19.5,20.2,1003.9,70.0,1.0,0,24.0,2016,6,28,21,99.22857142857143
13048,20.0,21.0,1016.2,180.0,1.0,0,2.0,2016,6,28,22,101.34285714285713
13049,20.0,21.0,1016.2,180.0,1.0,0,2.0,2016,6,28,23,100.51428571428572
13050,19.8,21.7,1005.1,40.0,1.0,0,12.0,2016,6,29,0,99.48571428571428
13051,20.0,23.0,1016.2,180.0,1.0,0,4.0,2016,6,29,1,94.37142857142857
13052,20.0,24.0,1016.2,180.0,1.0,0,7.0,2016,6,29,2,93.02857142857141
13053,19.2,25.1,1004.8,160.0,2.0,0,1.0,2016,6,29,3,94.57142857142857
13054,19.0,27.0,1016.2,180.0,2.0,0,7.0,2016,6,29,4,96.11428571428571
13055,19.0,28.0,1016.2,180.0,1.0,0,7.0,2016,6,29,5,97.77142857142857
13056,20.3,28.0,1003.2,160.0,3.0,0,6.0,2016,6,29,6,96.57142857142857
13057,20.0,29.0,1016.2,170.0,3.0,0,4.0,2016,6,29,7,98.65714285714287
13058,19.0,28.0,1016.2,220.0,2.0,0,2.0,2016,6,29,8,105.14285714285714
13059,20.1,27.3,1003.6,220.0,3.0,0,1.0,2016,6,29,9,111.0
13060,20.0,28.0,1016.2,170.0,3.0,0,2.0,2016,6,29,10,109.65714285714287
13061,20.0,26.0,1016.2,210.0,3.0,0,0.0,2016,6,29,11,104.85294117647058
13062,20.5,25.5,1003.5,20.0,2.0,0,6.0,2016,6,29,12,105.41176470588236
13063,21.0,24.0,1016.2,20.0,3.0,0,0.0,2016,6,29,13,108.79411764705885
